text,translation,target
bronzin' my body ~ poolside ,bronzându-mi corpul ~ la piscină,4
@Sam916 oh no... no class today. i just hung out with an old friend from aau and it was just a waste of time. ,@Sam916 oh nu... nu am curs azi. am stat doar cu un prieten vechi de la aau și a fost doar o pierdere de timp.,0
"whoo ah whoo, each night we have a walk, it almost breaks my heart, because im so afraid we'll have to part  ","whoo ah whoo, în fiecare noapte facem o plimbare, aproape că-mi frânge inima, pentru că mi-e atât de frică că va trebui să ne despărțim",4
@ceejux: whenever i get the chance. I work and have no car ,@ceejux: ori de câte ori am ocazia. Lucrez și nu am mașină,0
"@lollipopup That's fine. Better than keeping it dead, right? ","@lollipopup E în regulă. Mai bine decât să-l țin mort, nu?",4
@sage_in_spain Good morning  How are you ?Thank you for the #followfriday !,@sage_in_spain Bună dimineața  Cum ești? Mulțumesc pentru #followfriday!,4
@bethofalltrades http://twitpic.com/69bs9 - happy birthday! ,@bethofalltrades http://twitpic.com/69bs9 - La mulți ani!,4
@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!,@babygirljer Știu   Yoga la 4:30 pm azi? Îmi este cu adevărat dor de amazonul meu!,0
Drivin!  is a beautiful dayyy!,Conducând! Este o zi frumoasă!,4
@nickybyrneoffic are westlife definently coming back? ive been to every concert in glasgow and last year got first row for the first time ,@nickybyrneoffic westlife se întorc cu siguranță? am fost la fiecare concert din Glasgow și anul trecut am primit pentru prima dată rândul întâi,4
Reading tweets 'till I fall asleep... have a toothache ,Citind tweet-urile până adorm... am o durere de dinți,0
@Dani82 sorry  to hear about your friend ,@Dani82 îmi pare rău să aud despre prietenul tău,0
Jenson Button - 6 wins from 7 races!!!!!!!   Hope he can keep it up at Silverstone  lol http://is.gd/RHUo,Jenson Button - 6 victorii din 7 curse!!!!!!! Sper să continue așa la Silverstone lol http://is.gd/RHUo,4
@MohammedQBM if you had the test already: how did u do? If not: good luck ,@MohammedQBM dacă ai făcut deja testul: cum ți-a mers? Dacă nu: mult noroc,4
@natalietejeda sad punky sad    thanks for stopping by,@natalietejeda trist punky trist mulțumesc că ai trecut pe aici,0
"I'll be tweeting 4U during the 48hr tweetfest to raise money 4 schools in Kenya/Ethiopia, 17-19Jun. #GHNI  (via @JJNextGenTV)","Voi tweetui pentru tine în timpul maratonului de tweeturi de 48 de ore pentru a strânge bani pentru școlile din Kenya/Etiopia, 17-19 iunie. #GHNI (via @JJNextGenTV)",4
"@Aerliss If you find any, let me know.  All I ever find is manga.","@Aerliss Dacă găsești vreunul, dă-mi de știre. Tot ce găsesc eu sunt manga.",4
"It's so nice listening to the rain on the roof it's really hard to get out of bed. Oh well, suppose I better... ","E atât de plăcut să ascult ploaia pe acoperiș că e foarte greu să mă ridic din pat. Oh, bine, presupun că ar trebui...",0
@xnausikaax oh no! where did u order from? that's horrible ,@xnausikaax oh nu! De unde ai comandat? e groaznic,0
BRITNEY SPEARS IS FOLLOWING ME!!!!! how cool I should improve my twitters ,"BRITNEY SPEARS MĂ URMEAZĂ!!!!! ce tare, ar trebui să-mi îmbunătățesc tweeturile",4
@khaled74 Dude I wish I could come up. This weekend sounds like a blast but I have so much going on. ,"@khaled74 Băi, aș vrea să pot veni. Weekend-ul ăsta sună ca o explozie, dar am atât de multe de făcut.",0
@meeshly why r all good things depressants? lol. the only times my mood swings madly is during r'ship issues. i got reminded of it today ,@meeshly de ce toate lucrurile bune sunt depresive? lol. singurele momente când starea mea oscilează puternic sunt în problemele de relație. am fost reamintită azi,0
is watching Titanic ,mă uit la Titanic,4
Going to my aunts. Yay! Be warned. She is a facebooker. We will have fun though ,Merg la mătușa mea. Yay! Fii avertizat. Ea este o utilizatoare de Facebook. Ne vom distra totuși,4
Kirsten is never up in the morning. And i think she is mad at me ,Kirsten nu se trezește niciodată dimineața. Și cred că e supărată pe mine,0
@mileycyrus http://twitpic.com/67hac - Looks like you guys were having fun ,@mileycyrus http://twitpic.com/67hac - Se pare că vă distrați,4
Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL,"Crap Steve Jobs a avut un transplant de ficat???? Oh, nu, asta nu e bine LOL",0
No one on Twitter has #goodsex. You can all pretend. ,Nimeni de pe Twitter nu are #sexbun. Toți puteți să vă prefăceți.,4
"@andrewsnaith Yay, you've booked your flight! I wish you a smooth transition - if you need anything please do not hesitate to contact me ","@andrewsnaith Yay, ți-ai rezervat zborul! Îți urez o tranziție lină - dacă ai nevoie de ceva, te rog să nu eziti să mă contactezi",4
@jonasbrothers please come to GERMANY!!!! â¥ PLEASE PLEASE PLEASE!!! Love Your new SIngle Ladies Video!! ,@jonasbrothers vă rugăm să veniți în GERMANIA!!!! â¥ VĂ RUGĂM VĂ RUGĂM VĂ RUGĂM!!! Iubesc videoclipul vostru nou Single Ladies!!,4
This Old lady in this movie is SCARY lookin ,Bătrâna aceasta din film arată ÎNGROZITOR de înfricoșător,0
"@Schofe yes what a shame, Sutil is usually good in the wet ","@Schofe da, ce păcat, Sutil este de obicei bun pe ploaie",0
@F1_Girl  Well  I guess he has had a fair few silverstone specials  already   Going off your profile pic your a Lewis fan?,"@F1_Girl  Ei bine, cred că a avut destule ediții speciale la Silverstone deja. Dacă mă uit la poza ta de profil, ești fan Lewis?",4
"@Mellicious_ yup I am working today, on my way down right now and gonna stop at Timmies as usual ","@Mellicious_ da, lucrez astăzi, sunt în drum spre locul de muncă și o să opresc la Timmies ca de obicei",4
*twisted.. gahh studying is making screw up my commercial ,*încurcat... gahh studiul îmi face să greșesc la comercial,0
I guess alls well that ends well...I'm still single for the record lol. Leaving Cleveland will be bittersweet to ,"Cred că totul e bine când se termină bine... pentru informație, încă sunt singură lol. Plecarea din Cleveland va fi agridulce",0
Omg my bff just said he wouldn't kiss me @NasVegas ,"Omg, cel mai bun prieten al meu tocmai mi-a spus că nu m-ar săruta @NasVegas",0
"Bonjour, jet lag. Awake so early I heard the NY Times hit the front step. That's bad ","Bonjour, jet lag. Trezit atât de devreme încât am auzit că New York Times a ajuns pe treptele din față. Asta e rău",0
Not feeling well today...I've been having stomach pains a lot lately...might have to swallow the pill and actually go see a doctor. ,Astăzi nu mă simt bine... am avut dureri de stomac destul de des în ultima vreme... s-ar putea să fiu nevoită să înghit pastila și să merg la doctor.,0
eatinqq Î± beef patty  .,mănânc un chiftele de vită.,4
White water here I come! ,"Apele albe, iată-mă!",4
@FaketragedyCom i know ,@FaketragedyCom știu,0
@DIVACANDICEM - Candice i dont mean to bother you but im really sad that u got released! ,"@DIVACANDICEM - Candice, nu vreau să te deranjez, dar sunt foarte tristă că ai fost concediată!",0
"After security scare, we're now forced to sit in locked office  not doing much for legit visitation or air circulation. Dang thievery!","După un incident de securitate, suntem acum forțați să stăm într-un birou încuiat, fără să facem mare lucru pentru vizitatori legitimi sau pentru circulația aerului. Bleah, furtul!",0
is really hungry after not taking afternoon tea to work today ,mi-e foarte foame după ce nu am luat ceaiul de la prânz la muncă astăzi,0
"Just finished the 2nd shopaholic book   going to bed now, back to school tomorrow.","Tocmai am terminat a doua carte din seria ""Shopaholic"", mă duc să mă culc acum, mâine începe școala din nou.",4
@asamidori i guess it's painful grinding for me then ,@asamidori cred că pentru mine e dureros să muncesc atât de mult,0
is sooooooooo sore...like everywhere hurts ,mă doare atât de tare... mă doare peste tot,0
"@missmissen Well no not really, but it still makes me sad! ","@missmissen Ei bine, nu chiar, dar tot mă întristează!",0
bored yesterday....bored today....bored tomorrow....... summer :/...... where are my friends!!!!! ,plictisită ieri... plictisită astăzi... plictisită mâine... vară :/... unde sunt prietenii mei!!!!!,0
@victoria_tweed opted for a corona - it was a mistake. my headache just got a million times worse ,@victoria_tweed am ales o corona - a fost o greșeală. durerea de cap mi s-a înrăutățit cu un milion de ori,0
My movie not working hate you internet ,"Filmul meu nu merge, te urăsc internet",4
"Good talk with mom, now off to spend time with some friends! ","Discuție bună cu mama, acum plec să petrec timp cu niște prieteni!",4
Just finished the first day of training with Sir Manci. Learned a lot today and the training was great. Back to work tomorrow ,Am terminat prima zi de antrenament cu Sir Manci. Am învățat multe astăzi și antrenamentul a fost grozav. Înapoi la muncă mâine.,0
"I have just decided my job when I grow up is going to be, work for the jonas brothers and help create their tour ",Am decis acum că job-ul meu când voi crește va fi să lucrez pentru frații Jonas și să-i ajut să-și creeze turneul.,4
disappointed  signing off,"Dezamăgit, mă deconectez.",0
Do you have a Canon EOS 500D / Rebel T1i Come on! Take the camera into the pool and make pics ,Ai un Canon EOS 500D / Rebel T1i. Hai! Ia aparatul foto în piscină și fă poze.,4
"In great spirits due to a beautiful day in a great city, plans for shopping, and an anticipated visitor later... ","Într-o stare de spirit excelentă datorită unei zile frumoase într-un oraș minunat, planuri pentru cumpărături și un vizitator așteptat mai târziu...",4
Thank you very much everybody for the kind comments about my design work - I'm flattered. ,Vă mulțumesc foarte mult tuturor pentru comentariile frumoase despre munca mea de design - sunt flatat.,4
Coffee date with the ladies  I see Cotie in a few hours &lt;3,Întâlnire la cafea cu doamnele. O să-l văd pe Cotie în câteva ore &lt;3,4
Going to chrio then for blood work blah I hate being sick I've felt gross for the last month ,"Merg la chiropractician apoi pentru analize de sânge, bleah, urăsc să fiu bolnav, mă simt groaznic de o lună.",0
@Dannymcfly : Danny. PLEASE PLEASE PLEASE say 'Ich liebe Deutschland'. pleeeeease.  xx,"@Dannymcfly: Danny. TE ROG TE ROG TE ROG spune ""Ich liebe Deutschland"". te rog. xx",4
"thinking of school.  and blogging too,  i loveee robert pattinson.","gândindu-mă la școală și la blogging, iubesc pe Robert Pattinson.",4
follo0w the beards  @30secondstomars,urmează bărbi @30secondstomars,4
"@Jon_Favreau Now that I now you're an owner, I'll try it out! There's one here in Roseville, CA! ","@Jon_Favreau Acum că știu că ești proprietar, o să încerc! Există unul aici, în Roseville, CA!",4
@iamroccett Yeah. We see you struggling LOL! Look after my lovely @HipHopNonStopTV  xx,@iamroccett Da. Te vedem luptându-te LOL! Ai grijă de iubita mea @HipHopNonStopTV xx,4
Daft punk can cheer up any situation ,Daft Punk poate îmbunătăți orice situație.,4
Off to the Garter Ceremony at Windsor Castle ,Plec la Ceremonia Garter de la Castelul Windsor.,4
"Plan for today: have a bath, get ready, eat, get to the garden &amp; get drunk - and then tomorrow it's my bday at last ","Plan pentru azi: fac un baie, mă pregătesc, mănânc, ajung în grădină și mă îmbăt - și apoi mâine e în sfârșit ziua mea de naștere.",4
"Why is comfort food always bad for my health? Had the avocado bacon cheeseburger anyway, to help concentration. ","De ce mâncarea de confort este întotdeauna rea pentru sănătatea mea? Am mâncat totuși burgerul cu avocado, bacon și brânză, pentru a ajuta concentrarea.",4
@fhgrl33 also a good one!  Too bad she's done .... for the season... ,@fhgrl33 și ea e una bună! Păcat că s-a terminat... pentru sezon...,0
this flat hunting malarky is rubbish ,această căutare de apartament este o prostie.,0
@CBCebulski Are ChesterQuest runner-ups invited to send you more recent samples? I'd love to see what you think about my current stuff. ,Sunt ChesterQuest runner-ups invitați să vă trimită mostre mai recente? Aș vrea să văd ce părere aveți despre ceea ce fac acum.,4
"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back ","Vreau doar să adorm, de ce mă suni aleatoriu și îmi deranjezi procesul cerebral pentru o noapte?!! Vreau doar liniștea înapoi.",0
Boo!! Just got to school n my phone only has one bar left ,Boo!! Abia am ajuns la școală și telefonul meu are doar o bară rămasă.,0
@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x,Știu exact cum te simți. Sunt înfășurat în pat acum cu o sticlă de apă caldă. NU E DISTRACȚIE! haha sper să te simți mai bine x,0
one month ago i was the most happiest person.. n now.. ijustwannadie ,acum o lună eram cea mai fericită persoană.. și acum.. vreau doar să mor,0
@elliotmacaluso I opened.... without you ,Am deschis.... fără tine,0
Ugh my mom took away half the cable ,"Ugh, mama mi-a luat jumătate din cablu",0
Cousins graduation ,Absolvirea verișorului,4
@MzDeDaze no i havent ,"nu, nu am",0
on my way to work.  ihop tonight with ezelle!,În drum spre muncă. ihop diseară cu ezelle!,0
@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!,Aș fi vrut ca evenimentul pentru fani din Tulsa să nu coincidă cu absolvirea mea de la colegiu. Vă simt lipsa!,0
Funny home videos....... Wah........ Lonely ,Clipuri video amuzante....... Wah........ Singur,0
"@maciekl i have dual monitor osx and dual monitor win 7 setup.. to clarify, i can use the win 7 duals but only 1 mac .. ","am un setup cu două monitoare pe osx și două monitoare pe win 7.. pentru a clarifica, pot folosi cele două monitoare pe win 7, dar doar unul pe mac..",4
@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,"Chiar? eu o interpretez ca 'da, pot face asta și nu te voi mai deranja' (am spus asta șefilor în trecut)",4
 someone is happppy(:,cineva este fericit(:,4
@andysc Probably just different. Welcome to proprietary driver development ,Probabil doar diferit. Bine ați venit în dezvoltarea driverelor proprietare,0
Heading to AIM to get my test done and then driving back to SD. I don't wanna leave  But I'll be back up tomorrow night!! Love. xx,Mă îndrept spre AIM să-mi fac testul și apoi mă întorc la SD. Nu vreau să plec Dar mă voi întoarce mâine seară!! Cu dragoste. xx,0
@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?,"am căutat zile întregi, asta e mai rău decât pornografia făcută pentru persoanele în vârstă.. sunt acei pantaloni noi?",0
@maureenjohnson maureen on screen ,maureen pe ecran,4
@vivis_jor http://twitpic.com/6hvue - The best band! Twitter! Bora fazer as faixas! ,Cea mai bună trupă! Twitter! Hai să facem benzile!,4
"is happy that today is a good friday, don panic, be happy ","este fericit că astăzi este o vineri bună, nu intra în panică, fii fericit",4
"@LorraineStanick Oh that's cool. My ex had a band, so I spent a lot of time home alone... At least you're bein productive tonite ","Oh, asta e cool. Fostul meu avea o trupă, așa că am petrecut mult timp singur acasă... Măcar tu ești productivă în seara asta",4
"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them ","Continui să dau (in)subtile sugestii lui @sjrdouglas, dar nu sunt sigură că le aude",0
"Oh, arse! I missed the launch of SBS Two! ","Oh, drace! Am ratat lansarea SBS Two!",0
@Lisa_Veronica hey Lisa! can't wait to see you in the US! looking forward to pretty reckless as well  take care ,"hei Lisa! abia aștept să te văd în SUA! aștept cu nerăbdare și Pretty Reckless, ai grijă",4
@JUMPINSOUNDS @CocaBeenSlinky did a really cool thing with a bubble video that might be worth looking into too ,"@JUMPINSOUNDS @CocaBeenSlinky au făcut ceva foarte cool cu un videoclip cu bule, ar merita să te uiți și tu",4
@sitleclark thanks. ,mulțumesc.,4
@SallytheShizzle awww.. okay ,awww.. okay,4
Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die ,Am văzut Walk the Line în seara asta. Nu am auzit prea mult Cash înainte. Cu siguranță am apreciat asta. De ce descopăr artiștii doar după ce mor,0
has good girls go bad by cobra starship and leighton meester as her ring tone ,are Good Girls Go Bad de la Cobra Starship și Leighton Meester ca ton de apel,4
"chillin, should be sleeping....I miss you, hun ","relaxez, ar trebui să dorm... Mi-e dor de tine, dragule",4
LOADING... || watching nothing but the truth. ,SE ÎNCARCĂ... || mă uit la Nothing But the Truth.,4
and now it's raining again this side of Manila....where's the sun????... ,și acum iar plouă în Manila... unde e soarele????...,0
is heading back home this afternoon after a great weekend up here ,se întoarce acasă astăzi după un weekend minunat aici,4
Metro Station are in philippines! Fly me home! ,Metro Station sunt în Filipine! Du-mă acasă!,4
Another vomit at 4am. A whole load of cuddly toys got it. Glad I live next door to a doctor. ,Încă un episod de vărsături la 4 dimineața. O grămadă de jucării de pluș au fost afectate. Mă bucur că locuiesc lângă un doctor.,0
is thinking that laying down sounds nice....but I don't like the idea of sleeping while Dave flies over the Atlantic.  *sniff*,mi-ar plăcea să stau întins... dar nu-mi place ideea să dorm în timp ce Dave zboară peste Atlantic. *snif*,0
@TosynB sorry boo  who's wole bucknor?,@TosynB scuze draga mea cine e Wole Bucknor?,0
@munkimatt yes but I can play while I work with this iPhone!! I smashed my screen on sat  ok add me in facebook!! Lady Vivienne McCourt!,"da, dar pot să joc în timp ce lucrez cu acest iPhone!! Mi-am spart ecranul sâmbătă ok adaugă-mă pe Facebook!! Lady Vivienne McCourt!",0
OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,OMJ... îmi este ziua de naștere peste exact 2 săptămâni! :/ nu sunt pregătită!! și asta înseamnă că vara e aproape gata!,0
@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you ,"@tommcfly ai întâlnit fanii miercuri la barul Hilton. Hai să ne întâlnim! haha  știu că ești obosit, dar am cheltuit multă bani aici doar ca să te vedem",0
"damn, i haven't read any more of breaking dawn, but i've got loads of piano music  might just go and experiment with them .......","drace, nu am mai citit nimic din Breaking Dawn, dar am o mulțime de partituri de pian  poate doar să merg și să experimentez cu ele .......",4
@sunnarose yay for the return of teaser tuesday ,@sunnarose yey pentru revenirea teaserului de marți,4
just got Twitter  ,tocmai am obținut Twitter,4
Dad having fever again.. Not looking too good ,Tatăl are din nou febră.. Nu arată prea bine,0
@ddlovato ahaha the McDonalds part was hilarious  hope your having funn.,@ddlovato ahaha partea cu McDonalds a fost amuzantă  sper că te distrezi.,4
@caseysevenfold oh ok   come 2 the venue early? ,@caseysevenfold oh ok  vii devreme la locație?,4
@RoxanneAmelia yeh!!! so excited  xxx,@RoxanneAmelia yeh!!! atât de entuziasmată  xxx,4
http://twitpic.com/6thoo - my smile technique  so you wont see my pimple. hahaa,http://twitpic.com/6thoo - tehnica mea de zâmbet ca să nu-ți vezi coșul. hahaa,4
@abbiirocks - Secret Twitter will eat your soul! I kicked that habit. ,@abbiirocks - Twitterul secret îți va mânca sufletul! Am renunțat la acea obișnuință.,4
off today and it's supposed to rain wtf  just my luck,liber azi și se presupune că va ploua wtf  doar ghinionul meu,0
Cuddling with Sammy before I leave him until Sunday  My baaaby!,Îmbrățișându-l pe Sammy înainte să-l las până duminică  Bebelușul meu!,0
stephen just exploded my lemony water ,stephen tocmai mi-a explodat apa cu lămâie,0
just ha5 dinner at We be shushi. We be happy ,tocmai am luat cina la We be sushi. Suntem fericiți,4
@katrinvillaraza New love!? REALLY? ,@katrinvillaraza Dragoste nouă!? SERIOS?,4
"@Astro_127 Fingers crossed, and all the best to you. Like millions, I'd love to be in your shoes. Maybe just for the launch part though. ","@Astro_127 Cu degetele încrucișate, și toate cele bune pentru tine. Ca milioanele, aș vrea să fiu în locul tău. Poate doar pentru partea de lansare totuși.",4
"thank you to everyone whose following me, once i get to a PC ill follow u ","mulțumesc tuturor celor care mă urmăresc, odată ce ajung la un PC vă voi urmări",4
@DebbieFletcher Did you see the dinner photos that i send to you ? ,@DebbieFletcher Ai văzut fotografiile cu cina pe care ți le-am trimis?,4
@flmogirl so glad to see you this weekend!! It had been too long!  Hope you had a safe trip home!,@flmogirl atât de bucuroasă să te văd în acest weekend!! Trecuse prea mult timp! Sper că ai avut o călătorie în siguranță acasă!,0
"I prefer Mindjet MindManager to FreeMind, boo ","Prefer Mindjet MindManager în loc de FreeMind, boo",0
 MOT didnt go v.well,Examinarea tehnică nu a decurs prea bine.,0
"@OLMMark Yeah, just wrote something. Just published it, actually. Have a third glass of wine left. Bed soon, I guess.  How are ya?","@OLMMark Da, tocmai am scris ceva. De fapt, tocmai l-am publicat. Mai am un al treilea pahar de vin. O să merg la culcare curând, cred. Cum ești?",4
"@faulko1 Owwwe! Is AndyP in London? Yeh probably if it's anything like the weather here! You say take a brolly, I say take a cab. ","@faulko1 Owwwe! AndyP este în Londra? Probabil da, dacă e vremea asemănătoare cu cea de aici! Tu spui să iei o umbrelă, eu spun să iei un taxi.",4
My throat kinda hurts ,Gâtul meu mă doare puțin.,0
caved in and bought some iphone apps... sally's day spa? sally's hair salon? omg... im such a sucker ,"Am cedat și am cumpărat câteva aplicații pentru iPhone... salonul de zi al lui Sally? salonul de coafură al lui Sally? oh, Doamne... sunt atât de ușor de păcălit.",0
Finished the last of the 7 seasons of 'Gilmore Girls'. Miss the Lorelais already. ,Am terminat ultimul sezon din cele 7 ale 'Gilmore Girls'. Mi-e dor deja de Lorelais.,0
the phils lost and brad lidge blew a save ,Phillies au pierdut și Brad Lidge a ratat o salvare.,0
@AMLadlad Thank you! ,@AMLadlad Mulțumesc!,4
"@EP31 Ok, you win on that point. ","@EP31 Ok, ai câștigat la acel punct.",0
"Woke up, killer soar throat  It hurts soo bad, i need some tea.","M-am trezit cu un gât foarte dureros. Mă doare atât de rău, am nevoie de ceai.",0
@berniegrace hehe good one ,"@berniegrace hehe, bună asta.",4
&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours ,"""Binthia"" este serioasă acum. A devenit foarte liniștită și pare epuizată. Îmi pare puțin rău pentru că a trebuit să conducă după ce a dormit doar câteva ore.",0
@tinawhite75 any evening but Monday and Wednesday... I have class those nites. Otherwise I'm good!  So excited! Do u need ribbon 4 Sheri C,"@tinawhite75 orice seară în afara de luni și miercuri... am cursuri în acele seri. În rest, sunt bine! Sunt atât de entuziasmată! Ai nevoie de panglică pentru Sheri C?",4
@OnlinePublicist Thank you ,@OnlinePublicist Mulțumesc.,4
"@DanielApt I don't think so. And maybe we should call the cat Flugel after all, I've always wanted to meet a alcoholic cat once ","@DanielApt Nu cred. Și poate ar trebui să îl numim pe pisică Flugel totuși, am vrut întotdeauna să întâlnesc o pisică alcoolică o dată.",4
Too much taste for Whores. lol ok i cant make it i need sleep .. hope i wake for work ,"Prea mult gust pentru curve. lol, ok, nu pot să ajung, am nevoie de somn... sper să mă trezesc pentru muncă.",0
Now a days it's not good to be married to a liberal I already stay in trouble 4 not agreeing with her even more so now ,"În zilele noastre nu e bine să fii căsătorit cu un liberal, deja am probleme pentru că nu sunt de acord cu ea, și acum chiar mai mult.",4
How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?,Cum este fiecare în această zi de luni minunată? Care este opinia fiecăruia despre noul film Wolverine?,4
IS about to take my Daddy to the AirPort ,Urmează să îmi duc tatăl la aeroport.,0
i have far to many random updates than im never gonna reaad and HEIIII CHANNELLLE ,Am prea multe actualizări aleatorii pe care nu le voi citi niciodată și HEIIII CHANNELLLE.,4
@chrisabraham Congratulations on reaching over 7000 followers. You are much loved to have many who support and follow your tweets. ,Felicitări pentru atingerea a peste 7000 de urmăritori. Ești foarte iubit să ai atât de mulți care te susțin și urmăresc tweet-urile tale.,4
"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ","În mod stupid, am scris m*rketing în ultimul meu Tweet (dar cu un A, nu un *) Acum am o mulțime de roboți (și/sau idioți) care mă urmăresc.",0
@kaylajoysmith it got moved to monday.  sighsigh.,@kaylajoysmith s-a mutat pe luni. suspin.,0
@loobeelou nope i am infact superwoman ,"@loobeelou nu, eu sunt de fapt superwoman",4
Tonight was supper fun. Chilled with some this cute guy and two pretty girls.  undercover thats always enjoyable. ;),"Aseară a fost foarte distractiv. Relaxat cu un tip drăguț și două fete frumoase. sub acoperire, întotdeauna este plăcut. ;)",4
"@mallybeauty Can. Not. Wait!  I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.  ","@mallybeauty Nu. Pot. Aștepta! Voi rămâne treaz să văd ce bunătăți aduceți, deoarece încă sunt pe lista de așteptare pentru TSV-ul vostru.",0
@DesMouseasaurus  What happened?,@DesMouseasaurus Ce s-a întâmplat?,0
lazy friday night with my chicas ,vineri leneșă cu fetele mele,4
@MissMarty  on a day like today I'd have loved that!  I only got to my lunch at 430 today ,@MissMarty într-o zi ca asta aș fi iubit asta! Abia am ajuns la prânzul meu la 4:30 astăzi,0
i missed wearing jeans ,mi-a fost dor să port blugi,4
"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet.","@Hoops_angel Da, s-au epuizat... Am încercat să iau unul săptămâna trecută și totul a dispărut. Încă mai caut dar nimic încă.",0
@madilovesmerder me 2  My MacBook is packed with GA music haha,@madilovesmerder și eu. MacBook-ul meu este plin cu muzică GA haha,4
i really need to vomit ,am nevoie să vărs cu adevărat,0
Just saw Star Trek again and it was just as good as the first time! That says a lot about a movie these days. ,Am văzut din nou Star Trek și a fost la fel de bun ca prima dată! Asta spune multe despre un film în zilele noastre.,4
I accidentally broke my vow 2 not kill any living creature the other day. I stepped on a snail  that was my 1st kill in 2 mnths.I feel bad,"Am încălcat din greșeală jurământul meu de a nu ucide niciun viețuitoare în altă zi. Am călcat pe un melc, aceea a fost prima mea ucidere în 2 luni. Mă simt rău.",0
@beautyislikeyea My internet will be up in a day or so once they fix the wiring so I'll be able to send $$ then  Nice seeing you too!,"@beautyislikeyea Internetul meu va fi activ într-o zi sau două odată ce rezolvă cablurile, așa că voi putea trimite banii atunci. A fost plăcut să te revăd!",4
@virtualoptions yes @odemagazine is on Twitter ,"@virtualoptions da, @odemagazine este pe Twitter",4
"Lovely day in Abingdon, driving to North Yorkshire as soon as we've got everything together, hope Sun stays with us ","Zi minunată în Abingdon, conducând spre North Yorkshire imediat ce ne-am pregătit, sper că soarele rămâne cu noi",4
No internet at work  I can't fix my resume and email it to the new spot,Fără internet la serviciu. Nu pot să-mi actualizez CV-ul și să-l trimit la noul loc de muncă,0
Thankfully there's Stanley cup hockey on to help ease my bummed-ness about #Phish. Go #RedWings! Less then 2 hours till the puck drops! ,"În mod fericit, sunt meciuri de hochei pentru Stanley Cup care mă ajută să-mi alin dezamăgirea legată de #Phish. Hai #RedWings! Mai puțin de 2 ore până la începerea meciului!",4
"Aww, I love Tom Milsom's music. @hexachordal  Think you don't get enough appreciation. ",Îmi place muzica lui Tom Milsom. @hexachordal Cred că nu primești suficientă apreciere.,4
"@BrokerSaunders and that is why Jeremy did not ride the bull.  Although I told @jeffx offered $500 to do it.  I said make it $1,000! ",@BrokerSaunders și de aceea Jeremy nu a călărit taurul. Chiar dacă i-am spus lui @jeffx că oferă 500 $ să o facă. Am spus să faci 1.000 $!,4
@Cheekz you could always go to Seattle - I think they should have some cool places? ,@Cheekz poți merge mereu la Seattle - cred că ar trebui să fie câteva locuri interesante?,4
chateando  jeje,chateando jeje,4
"and to clear it up...this wasn't an insult...  love ya  (could you say to clear sth up...also, etwas klarstellen ? )","și pentru a clarifica... asta nu a fost o insultă... te iubesc (ai putea spune pentru a clarifica ceva... de asemenea, etwas klarstellen?)",4
"Election is going bad  Go and vote, what he hell is wrong with you?!","Alegerile merg prost. Du-te și votează, ce naiba e în neregulă cu tine?!",0
"@f_nadzirah cant sleep,go online! hahaha @bobbyden and @faidchong misses you too ","@f_nadzirah nu pot să dorm, intră online! hahaha @bobbyden și @faidchong îți lipsesc și lor",0
@tomasekeli I agree...kids get so sad when they're sick. ,@tomasekeli sunt de acord... copiii devin foarte triști când sunt bolnavi.,0
Im having weight issues  im upset and scared. [AyshiakiAyana],"Am probleme cu greutatea, sunt supărat și speriat. [AyshiakiAyana]",0
kenny chesney concert was amazing!! i LOVE sugarland! ,concertul lui Kenny Chesney a fost uimitor!! IUBESC Sugarland!,4
last night was well good  Charlotte &amp; Imogens are awesome.,a fost foarte bine aseară Charlotte & Imogens sunt minunate.,4
@KillaaBeex Haha sure  doritos are yummy! especially chilli heatwave haha XD,"@KillaaBeex Haha sigur, doritos sunt delicioși! mai ales chilli heatwave haha XD",4
work was horrible. so damn busy. why???WHY?????? sore now ,muncă a fost groaznică. atât de aglomerat. de ce??? DE CE?????? acum sunt rănit,0
